Year,Country,Maternal Mortality Rate ,Skilled Birth Attendants,Healthcare Access,Income Level,Education Level %,Maternal Health Services %,Contraceptive Prevalence %,Antenatal Care %,Health Expenditure %,Urbanization Rate %,Nutrition Level %,Sanitation Facilities %,Age of Mother,Birth Rate %,Female Literacy Rate %
2020,Armenia,437,962,370,2051,14,65,74,71,9.5755,77,13,85,43,2.993,52.571
2028,China,521,9477,212,19575,93,73,36,57,4.3365,69,46,65,50,2.703,62.473
2019,China,298,6746,255,69076,92,88,98,65,4.3599,54,26,90,43,5.269,71.668
2027,Philippines,986,6549,83,27981,88,90,40,93,8.549,81,47,62,46,4.346,80.536
2027,Republic of the Congo,197,4705,109,69394,42,60,39,62,12.3981,43,18,74,47,4.337,77.916
2026,Indonesia,1300,1292,222,90892,61,72,58,72,10.4889,67,13,88,48,4.461,45.496
2024,Ireland,1197,6356,330,28674,85,73,88,65,8.595,84,30,61,50,4.63,71.442
2019,Indonesia,273,8029,105,85667,96,54,79,44,12.2051,46,29,66,21,2.247,48.744
2025,United States,1260,126,255,30984,87,51,98,67,14.1361,34,27,80,41,1.209,89.727
2027,Philippines,82,5136,397,79128,100,62,41,91,6.2335,89,32,88,47,2.778,45.037
2022,United States,619,9384,146,15894,47,84,68,43,6.7149,51,40,63,31,5.862,43.105
2020,Brazil,820,7067,352,96869,70,72,65,45,13.4736,48,35,78,42,5.82,51.137
2024,Sweden,27,5214,334,38953,53,50,33,83,6.2141,45,12,90,25,6.607,51.044
2030,Cuba,70,5441,128,68047,97,57,69,49,11.7084,88,49,63,25,4.995,51.885
2030,Indonesia,1177,5961,259,44915,95,53,59,64,11.3276,77,45,89,37,1.254,52.327
2022,Nigeria,820,5959,136,28539,19,95,75,46,5.2486,56,42,60,35,3.422,71.833
2029,Chad,212,3361,471,87750,20,56,52,90,12.3851,36,34,79,24,1.503,44.946
2017,Malaysia,1283,9875,375,97331,81,77,50,44,6.078,58,33,71,50,4.525,68.713
2029,Indonesia,134,6547,364,9743,32,82,65,48,10.4314,88,44,70,14,3.436,79.51
2017,Uganda,773,4000,188,13067,56,73,38,41,8.7876,50,32,73,38,4.53,86.653
2022,Colombia,853,575,304,5590,33,59,58,59,13.9106,85,36,74,42,3.182,53.599
2019,China,1274,2040,345,19004,39,81,94,62,6.9584,84,29,65,39,4.846,80.142
2020,Poland,22,746,278,20207,30,97,35,40,12.831,89,22,71,17,1.509,83.103
2028,Greece,313,5362,227,32486,95,52,46,63,4.9664,44,27,77,33,2.986,81.938
2018,Iraq,1243,7965,84,59776,28,65,53,85,6.8302,85,26,62,27,1.516,51.133
2030,Georgia,95,9811,358,99506,16,73,49,61,14.9601,35,10,82,47,2.404,85.465
2028,Poland,954,1065,22,79793,59,96,35,72,6.0477,55,33,90,13,3.626,89.756
2017,Greece,1084,6257,66,91602,77,68,93,89,13.0458,78,14,87,14,5.131,87.224
2024,Philippines,249,4734,291,1054,48,56,42,40,11.7619,77,47,64,30,4.617,88.437
2017,Indonesia,894,9422,158,38034,52,50,88,90,11.0685,45,45,69,43,3.503,46.742
2030,Portugal,1068,5986,441,96710,94,91,35,97,6.9427,41,12,75,39,6.876,47.379
2018,China,1067,2970,146,76683,71,79,65,56,6.9193,31,39,64,25,6.619,84.545
2030,Central African Republic,362,474,30,87792,13,84,46,100,13.1238,83,35,79,38,3.223,86.157
2020,Indonesia,272,3292,492,29945,57,50,64,58,9.7256,83,22,77,40,1.111,64.923
2022,Greece,805,443,286,81048,91,96,85,56,11.8244,72,44,73,27,4.677,54.613
2015,Indonesia,1209,3520,229,70299,78,99,43,70,8.1856,80,47,86,46,6.086,79.024
2017,Ukraine,1104,194,326,33917,11,90,88,49,9.7611,42,50,66,40,4.847,85.794
2027,Pakistan,726,3392,219,16356,63,80,100,93,10.0937,85,19,88,32,5.874,85.45
2023,Argentina,933,3611,164,43108,28,71,92,92,6.7846,55,13,68,28,2.518,68.134
2023,Poland,1220,7344,347,90948,49,52,64,88,10.6759,46,14,74,46,1.318,56.471
2023,Russia,1001,9831,255,62376,98,86,53,96,9.4273,75,48,74,23,4.755,47.923
2016,Bolivia,1114,7486,323,11093,87,51,72,83,3.4918,33,43,82,45,6.72,83.792
2028,China,562,2132,326,41795,87,98,32,81,10.3875,68,28,63,22,5.037,47.66
2018,Brazil,1229,6455,159,39440,77,61,97,47,10.8615,34,40,69,21,2.412,89.271
2022,United States,120,9421,362,7934,54,84,75,79,11.5494,60,23,70,47,4.564,69.801
2018,France,977,6625,109,57717,10,96,76,61,13.1213,55,14,75,24,2.821,48.239
2017,New Caledonia,1180,9056,467,14636,97,98,81,77,6.3042,57,27,70,33,5.823,77.213
2023,Gambia,263,4186,494,78885,41,68,36,68,4.6386,67,49,62,30,6.147,77.824
2028,Russia,180,3463,397,56337,85,95,83,77,11.2047,49,46,87,30,3.407,41.124
2026,China,168,9644,79,14312,49,81,64,53,13.0364,52,41,65,44,4.529,64.348
2019,Russia,653,885,15,8972,94,70,59,61,13.3412,49,27,77,20,6.315,72.649
2024,Brazil,793,5402,271,45082,97,62,100,58,9.7523,61,24,62,50,2.261,55.293
2016,China,745,4018,210,12532,56,84,69,54,8.3197,65,17,84,18,3.38,83.003
2015,Ireland,50,5630,20,81166,81,73,78,78,6.7023,31,26,86,18,1.121,77.956
2030,Philippines,1262,587,137,74333,29,53,43,95,5.3356,79,48,77,31,1.494,79.024
2016,Argentina,241,8175,270,49926,99,72,37,78,11.2926,77,34,74,17,1.05,45.067
2015,Brazil,730,9046,91,82092,62,54,46,47,9.3841,87,15,69,46,1.987,40.434
2024,Russia,1113,9562,136,26323,55,70,85,53,5.104,72,28,65,17,5.9,45.774
2015,China,866,8660,288,46633,74,57,51,81,4.1535,74,20,82,34,4.555,41.92
2018,Indonesia,929,5805,302,11326,18,100,65,63,10.2795,77,45,86,21,3.376,59.436
2021,China,1077,4240,69,47720,67,62,32,59,4.3225,50,17,86,22,3.764,52.606
2016,Indonesia,1074,6365,37,22175,37,67,55,87,11.5946,86,34,68,46,1.821,71.952
2021,Indonesia,625,4641,215,83503,23,90,99,55,7.5749,79,12,89,26,2.618,76.365
2015,China,382,6685,268,83203,88,79,77,90,13.7398,45,40,82,26,3.465,47.451
2023,Armenia,545,1500,74,73575,10,100,74,94,3.0997,83,45,74,28,6.324,67.074
2022,Tajikistan,365,8245,308,3009,19,52,48,82,6.4197,81,50,83,41,6.06,86.884
2029,China,1196,5101,428,41672,61,81,60,56,11.4809,85,13,89,44,5.29,76.904
2016,Brazil,273,2019,83,18234,35,70,30,74,14.2062,60,33,83,19,2.42,53.386
2026,Portugal,817,4929,446,8050,85,61,93,86,12.2702,45,35,71,28,2.297,81.99
2018,Russia,358,4686,27,7930,33,82,67,79,10.3322,79,23,74,20,4.971,74.456
2029,Indonesia,384,9129,231,24909,44,97,99,42,4.0848,42,39,87,20,2.23,63.586
2027,Sweden,1286,270,285,69873,11,69,64,47,5.4593,86,50,62,50,1.105,81.125
2015,Mexico,810,3751,219,25562,27,55,95,56,5.2804,84,32,68,49,4.678,64.831
2023,El Salvador,446,7262,356,19011,68,52,60,67,8.8536,63,14,72,36,3.345,56.375
2026,Nigeria,1111,4092,498,3786,100,69,90,40,6.25,82,14,82,50,5.708,60.473
2026,Bosnia and Herzegovina,47,7574,274,59380,32,75,80,62,13.6438,30,29,67,42,5.546,74.796
2023,Brazil,350,189,255,80999,19,60,85,81,7.2379,39,12,80,26,1.117,64.113
2022,Jordan,449,776,151,60881,74,85,90,53,7.4055,36,15,71,41,6.96,41.992
2025,Thailand,795,2171,72,58276,37,91,89,56,5.3513,75,14,73,33,5.162,45.56
2030,Moldova,1250,8628,157,49949,100,57,95,94,6.1283,64,47,63,46,3.899,78.667
2025,Moldova,228,2764,483,15762,51,92,82,62,3.7637,33,11,73,22,3.24,63.232
2017,Bolivia,996,7157,290,85545,72,97,73,97,9.4296,37,45,66,49,2.721,45.521
2015,Yemen,1269,2131,226,87525,50,98,86,93,7.1946,33,38,71,40,4.219,80.116
2029,Indonesia,147,809,226,82814,80,59,90,97,11.7174,52,49,90,46,5.248,88.736
2015,Armenia,1139,6542,218,38532,44,78,81,57,4.8023,59,33,72,50,3.054,62.841
2029,France,532,2436,440,38263,48,66,42,49,8.8488,59,28,72,21,1.323,79.246
2021,Sweden,191,5704,48,7020,41,61,31,96,10.8735,90,12,84,21,5.439,49.808
2018,Sweden,1086,4375,297,92477,82,71,83,69,6.4462,46,26,73,39,5.155,86.198
2015,France,150,2390,88,2471,93,61,67,60,5.3774,75,21,67,24,3.267,88.012
2029,Russia,144,9291,330,46821,44,58,58,89,9.5367,78,19,88,32,1.923,70.916
2019,Portugal,385,8590,360,46572,48,98,72,72,14.3836,46,13,89,16,5.224,49.328
2024,Argentina,433,9247,394,66407,77,65,94,56,9.0658,75,21,65,49,1.839,60.025
2018,China,652,511,152,8493,62,51,41,84,5.8549,70,50,68,22,4.408,52.516
2022,Philippines,683,9359,191,20015,71,59,97,61,3.8621,66,16,76,41,6.861,56.711
2030,Indonesia,881,4159,426,13207,81,61,96,82,4.2905,84,22,61,24,4.485,49.31
2018,Malta,155,1502,389,85546,21,89,69,75,13.0403,67,50,79,20,6.584,62.499
2026,Brazil,1185,8871,32,34023,74,91,95,66,9.7075,63,13,84,28,3.117,68.862
2023,Thailand,1014,3744,163,75776,63,54,52,82,14.8527,51,12,88,34,6.012,77.093
2023,Philippines,625,6293,246,74245,27,54,75,54,11.8975,61,21,86,38,2.871,51.361
2021,China,663,6878,60,10770,17,76,96,69,7.0907,79,47,88,16,1.536,48.281
2028,Portugal,1171,615,21,32933,61,68,57,61,14.5893,36,36,71,20,6.422,82.726
2022,Russia,1279,8073,432,42453,78,55,52,84,8.7155,39,44,83,49,5.264,63.88
2021,Vietnam,715,6982,480,54464,75,93,77,54,12.8846,71,16,64,14,3.181,88.782
2024,Philippines,686,8185,125,63783,20,69,88,90,11.9526,40,10,64,26,3.242,78.355
2021,Argentina,475,3894,325,34074,78,99,45,94,14.2229,78,11,72,44,4.405,47.886
2029,Philippines,1156,4173,255,29787,81,85,43,49,9.2965,53,12,75,22,2.328,75.859
2016,Philippines,486,2385,426,43664,56,95,53,53,13.8549,74,27,77,45,5.368,54.66
2029,Colombia,1101,4214,483,8628,35,80,74,57,13.2376,45,28,60,40,2.823,81.073
2020,China,1197,600,463,49603,99,74,73,80,9.9737,51,12,72,42,4.836,74.499
2029,Czech Republic,228,6478,229,76302,67,82,53,58,8.1834,68,32,89,21,4.912,84.188
2016,Indonesia,1104,9303,438,6116,39,79,81,44,9.0138,34,10,87,39,3.376,80.804
2022,Indonesia,200,3398,140,17250,56,55,30,94,5.943,43,48,80,39,2.499,45.038
2021,Macedonia,442,229,317,19659,62,79,78,88,6.5042,74,24,86,21,1.918,72.24
2025,Botswana,962,2477,169,9125,29,96,93,80,13.9765,54,33,71,44,1.873,82.311
2026,China,918,2383,495,78838,97,96,46,96,3.5882,38,39,61,19,6.47,58.898
2017,Indonesia,38,3620,158,52197,11,61,36,60,7.8494,63,49,73,31,4.973,55.167
2024,China,298,6335,409,74340,71,91,60,71,3.2166,63,34,66,44,2.88,59.621
2026,Indonesia,461,1983,494,4817,13,56,97,57,7.8312,65,33,87,32,6.007,67.5
2019,Greece,1183,4524,399,70681,36,60,52,74,13.8782,45,15,60,27,2.909,43.099
2030,China,1129,2665,306,82196,10,60,64,64,14.2722,71,14,84,29,4.098,47.436
2026,Poland,261,2379,348,28698,23,87,31,89,7.0675,62,37,71,34,3.35,83.572
2029,Gambia,7,4437,437,9595,54,62,34,55,7.6698,55,30,72,37,5.027,67.912
2020,Indonesia,157,1374,329,61045,74,64,87,76,10.0664,32,21,60,47,2.348,61.972
2015,Nigeria,403,2420,374,37603,65,80,61,76,14.4768,51,34,81,16,2.155,89.603
2025,Guatemala,886,1362,295,91452,88,60,47,86,14.624,73,18,77,41,1.266,63.192
2018,Peru,176,6818,377,58464,75,91,93,74,6.3865,64,45,69,23,3.989,43.103
2022,Japan,760,6664,19,38026,14,75,33,80,12.2609,44,38,72,34,6.631,58.848
2024,Finland,90,7170,186,5068,50,61,82,55,3.3643,88,15,71,29,6.56,83.295
2027,China,1117,2331,474,82988,80,68,51,46,5.7812,48,50,66,20,5.271,46.926
2016,Netherlands,685,8411,456,23063,86,92,83,100,4.7892,59,29,71,49,5.833,61.568
2016,Vietnam,829,5236,28,25265,63,56,32,68,6.1997,50,47,75,16,5.017,47.309
2027,China,964,2829,361,29066,73,67,65,89,12.1091,88,35,66,20,5.626,75.334
2027,Italy,504,9655,264,26091,68,87,73,78,10.5276,41,42,84,34,2.186,67.142
2021,Colombia,509,9916,143,5341,93,61,47,45,11.5936,56,15,80,25,5.875,54.338
2030,Philippines,208,7200,300,74662,93,75,75,78,10.0761,46,16,80,34,1.865,61.68
2019,China,575,9650,424,21136,37,94,54,78,10.255,45,24,73,36,6.103,87.836
2029,China,707,9612,183,79975,96,91,36,91,13.6059,81,28,79,49,4.914,73.194
2017,China,839,1148,200,22910,70,55,90,50,8.1249,66,35,78,42,6.629,74.657
2015,Hong Kong,146,6885,194,96062,49,65,97,93,4.6579,33,50,83,37,4.129,76.605
2024,Sierra Leone,718,8689,39,8908,87,84,88,50,13.4028,56,27,66,34,5.226,52.234
2026,United States,1143,3373,142,76308,68,67,88,94,13.2084,71,23,82,23,2.121,77.221
2016,United States,79,2073,240,32617,87,67,90,84,12.4286,40,15,84,36,4.886,69.185
2020,Finland,592,9442,313,71105,12,56,91,40,7.8626,35,13,61,33,4.576,73.457
2029,Canada,1060,9411,316,92819,52,74,39,57,8.9972,85,31,66,29,2.965,50.807
2026,Sweden,990,6775,422,37854,68,74,32,57,4.6131,37,30,90,26,6.84,63.793
2030,China,59,4010,199,98891,100,82,97,83,10.502,30,25,66,50,1.23,74.718
2025,China,589,2035,50,39869,73,88,97,74,11.1718,35,27,76,21,4.743,73.701
2029,China,158,353,39,35782,16,100,49,72,11.3372,66,46,86,42,4.095,43.724
2025,Serbia,657,285,309,75718,24,65,92,70,13.4238,30,20,86,32,3.894,58.796
2023,Malaysia,658,714,250,46617,56,97,81,98,9.4729,73,14,76,43,2.719,73.223
2028,Ukraine,1300,5464,467,1373,32,90,100,78,12.4123,89,42,68,49,5.218,77.724
2028,Zambia,1088,4107,409,38260,33,72,68,74,14.1907,38,33,74,24,5.509,58.138
2028,Albania,769,9241,268,42861,35,100,41,45,7.6996,42,15,83,45,1.768,82.999
2022,Moldova,364,3154,282,86560,82,58,67,78,4.2791,43,17,74,20,2.735,41.976
2025,Mexico,1018,5991,241,89291,19,86,54,58,14.0163,65,35,80,33,1.582,61.166
2023,Jordan,323,5743,370,71284,85,96,92,98,3.359,61,28,85,40,4.803,87.793
2015,Ukraine,464,9220,358,47667,88,50,58,79,4.3592,31,34,87,41,4.805,50.592
2017,Portugal,375,1468,231,13368,40,62,34,87,8.9489,90,22,90,49,1.002,87.465
2016,Kazakhstan,951,2934,98,89993,58,54,51,79,4.7423,75,32,62,34,1.947,70.687
2022,Philippines,891,7632,344,83910,30,55,68,85,3.4248,77,28,82,39,4.433,76.548
2016,Indonesia,1050,580,122,25250,53,60,81,80,9.7747,48,16,80,29,3.741,66.627
2027,Indonesia,610,1921,105,95438,58,88,60,80,5.7582,64,34,89,34,5.137,62.492
2025,Thailand,341,8329,284,15069,45,65,45,98,5.0675,89,27,74,23,3.042,88.743
2028,Iran,1123,9230,343,31323,20,70,73,59,4.2143,55,45,69,33,1.188,53.649
2026,Indonesia,1109,8430,303,86340,40,50,63,48,10.17,34,22,79,21,3.326,82.542
2030,China,1073,9432,301,77334,51,55,33,94,3.5747,53,15,82,48,3.52,80.401
2028,Ecuador,939,4834,45,21427,50,97,63,71,9.773,84,27,67,20,2.186,85.193
2023,Canada,513,8283,467,72499,46,100,78,91,13.5565,41,39,74,17,6.662,51.159
2015,Indonesia,866,744,52,59375,64,52,66,76,7.8595,81,33,65,28,6.216,67.212
2026,Czech Republic,631,2713,445,43257,78,91,87,97,7.2264,64,37,77,34,1.363,42.883
2015,Syria,812,3589,54,73133,49,80,64,44,13.2613,74,25,85,40,6.834,69.259
2023,Portugal,792,7220,191,72948,73,51,36,51,10.3224,58,11,65,30,4.827,43.925
2028,Indonesia,1255,7795,434,96216,48,73,45,57,8.2468,47,16,78,43,3.754,57.91
2022,Canada,1183,8962,250,73963,70,88,80,43,10.688,74,31,82,39,1.019,82.221
2026,Armenia,317,9519,54,40746,24,56,38,82,5.2479,63,23,73,33,4.992,57.445
2028,China,896,8828,239,34705,43,53,42,77,6.0423,42,42,86,46,5.752,51.706
2028,Bosnia and Herzegovina,33,2286,37,14605,49,51,46,48,10.4719,60,46,81,27,3.477,87.592
2028,Netherlands,645,374,217,33184,30,58,50,81,12.4564,39,39,89,14,5.453,60.681
2018,Serbia,1063,5722,363,9252,60,78,89,45,7.2099,66,31,86,20,5.384,64.294
2022,Russia,1250,521,88,21296,35,93,47,61,8.6107,87,19,68,38,3.142,43.227
2029,Brazil,561,8609,320,59338,97,85,56,65,5.1149,31,12,80,43,2.113,69.431
2028,Indonesia,1221,7639,57,37840,26,94,78,64,11.5477,37,25,62,48,6.465,41.62
2028,France,633,8315,496,34252,100,51,32,43,11.8009,72,45,66,29,2.535,85.635
2018,Sri Lanka,265,7301,412,5110,50,93,38,47,11.3865,69,33,61,21,1.883,77.77
2029,Hong Kong,613,9588,355,33848,30,92,99,56,9.7194,54,42,74,34,2.15,50.569
2016,Russia,577,5619,486,38650,68,88,82,81,11.4471,33,49,75,21,2.932,85.496
2028,China,794,3219,446,32292,90,68,49,50,14.5155,64,49,63,41,5.657,48.296
2020,Czech Republic,607,8836,406,77759,68,67,41,57,8.3112,60,25,83,18,6.3,64.374
2029,Honduras,491,9448,243,65922,90,82,52,65,8.7536,77,10,81,50,6.632,70.999
2029,China,581,9476,223,15679,90,92,46,67,11.2903,88,48,67,43,2.186,77.592
2015,Poland,536,692,316,73157,100,78,78,51,3.3628,34,43,77,43,5.109,44.333
2028,China,90,498,299,8726,31,79,39,87,7.2518,67,49,74,49,1.547,86.33
2025,Russia,143,3839,398,80814,39,93,48,65,5.5612,86,35,76,33,2.698,56.523
2025,Indonesia,1290,2758,198,97204,72,83,66,50,4.0605,84,39,86,21,2.004,66.134
2030,Dominican Republic,167,1965,401,75258,75,77,97,88,14.6082,55,11,72,18,2.865,56.679
2026,Russia,541,8260,107,29677,67,75,39,48,4.4392,88,36,71,37,1.444,47.618
2015,Sweden,196,7358,336,30056,14,88,65,53,12.4877,73,50,71,33,4.604,65.131
2028,Dominican Republic,236,9504,285,86931,72,97,82,64,11.4995,79,43,79,28,5.206,86.436
2020,Honduras,252,7037,87,40141,82,94,100,83,6.0934,62,38,77,50,2.782,45.195
2027,Indonesia,306,9731,278,65238,42,63,83,90,4.583,82,20,80,31,3.804,53.994
2021,Colombia,677,3778,358,51203,83,60,93,80,9.6434,74,12,76,34,6.31,47.532
2022,China,94,206,131,91107,19,52,57,41,5.8047,58,32,85,16,5.623,89.672
2023,Colombia,124,709,304,76288,85,85,99,73,7.6686,58,45,80,35,5.313,59.851
2024,China,496,604,100,94676,15,92,36,72,8.175,75,31,67,36,5.527,77.378
2017,Iran,516,6974,270,25316,36,72,64,73,3.921,68,12,88,23,5.049,55.442
2023,South Africa,74,124,308,83313,78,81,44,66,9.9059,88,43,72,15,6.428,61.512
